Mean nominal monthly earnings of employees by sex and economic activity (local currency),,,,,,,,,,,,
Reference area,Source,Sex,Time,Total,Agriculture,Manufacturing,Construction,"Mining and quarrying; Electricity, gas and water supply","Trade, Transportation, Accommodation and Food, and Business and Administrative Services","Public Administration, Community, Social and other Services and Activities",Not classified,
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2020Q4,2942.48,1862.34,2695.99,4585.17,2813.20,2290.88,2617.14,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2020Q4,3045.92,1861.77,2794.70,4592.35,2868.95,2307.45,2668.73,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2020Q4,2400.77,1896.28,1382.98,3192.31,,2127.10,2511.78,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2021Q1,2933.12,2028.82,2698.54,4627.98,2547.34,2291.98,2575.40,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2021Q1,3034.55,2021.41,2770.45,4633.39,2547.34,2301.60,2634.43,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2021Q1,2377.89,2238.96,1664.78,,,2189.32,2448.92,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2021Q2,2932.33,2156.86,2881.91,4756.40,2510.41,2156.24,2526.15,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2021Q2,3047.94,2174.78,2985.56,4762.93,2510.41,2193.83,2555.25,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2021Q2,2331.28,1841.91,1556.05,3496.13,,1785.49,2465.32,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2021Q3,2937.45,2190.80,2664.52,4763.50,2504.44,2135.53,2582.23,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2021Q3,3048.91,2179.26,2771.57,4762.68,2461.67,2156.07,2633.67,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2021Q3,2342.59,2319.23,1183.48,,,1934.93,2473.91,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2021Q4,2866.71,1943.71,2487.47,4711.55,2943.63,2197.03,2466.24,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2021Q4,3010.09,1912.21,2564.72,4715.05,2943.63,2242.84,2584.60,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2021Q4,2135.78,2285.39,1332.36,,,1804.33,2240.72,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2022Q1,3022.57,2120.35,2633.76,4821.44,2807.00,2334.38,2618.50,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2022Q1,3178.73,2146.46,2743.99,4833.59,2754.03,2399.12,2746.10,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2022Q1,2240.58,1597.87,1434.26,3296.24,,1761.47,2388.62,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2022Q2,3045.43,2046.50,2712.58,5045.75,2781.42,2353.01,2596.63,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2022Q2,3197.60,1996.83,2857.76,5045.60,2788.62,2405.11,2682.93,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2022Q2,2283.85,2727.30,1305.18,,,1944.88,2430.64,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2022Q3,3157.66,2157.40,2843.54,5164.97,2526.34,2374.67,2672.55,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2022Q3,3281.17,2167.70,2923.14,5169.07,2526.34,2409.13,2714.19,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2022Q3,2461.73,1776.43,1862.03,,,2022.88,2591.46,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Total,2022Q4,3041.43,2054.69,2824.66,4951.31,2667.96,2288.99,2591.53,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Male,2022Q4,3197.46,2043.28,2918.17,4968.56,2709.42,2339.02,2749.32,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Occupied Palestinian Territory,LFS - Labour Force Survey,Female,2022Q4,2172.32,2502.27,1761.48,2501.67,,1850.14,2278.42,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: New Shekel 
-Repository: ILO-STATISTICS - Micro data processing 
-Frequency: Quarterly"
Pakistan,LFS - Labour Force Survey,Total,2020Q3,23713.88,12794.76,20919.31,19534.02,30471.66,23766.11,32156.35,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Pakistani rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Noncalendar year 
-Frequency: Quarterly: average based on 3 monthly data points"
Pakistan,LFS - Labour Force Survey,Male,2020Q3,24459.40,14914.50,22451.17,19546.98,30536.14,23376.82,35182.52,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Pakistani rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Noncalendar year 
-Frequency: Quarterly: average based on 3 monthly data points"
Pakistan,LFS - Labour Force Survey,Female,2020Q3,19236.52,9072.92,13233.57,17710.61,28144.73,40665.78,24481.78,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Pakistani rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Noncalendar year 
-Frequency: Quarterly: average based on 3 monthly data points"
Pakistan,LFS - Labour Force Survey,Total,2020Q4,24056.69,12741.41,22590.45,19450.08,30403.64,24180.42,32164.95,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Pakistani rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Noncalendar year 
-Frequency: Quarterly: average based on 3 monthly data points"
Pakistan,LFS - Labour Force Survey,Male,2020Q4,24562.50,14067.21,23752.25,19442.70,30698.82,23920.66,35133.19,,"Notes

Average monthly earnings of employees (local currency) 
-Currency unit: Pakistani rupee 
-Repository: ILO-STATISTICS - Micro data processing 
-Data reference period: Noncalendar year 
-Frequency: Quarterly: average based on 3 monthly data points"
